chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr17	44319869	44325827	-	SLC25A39	17	73222	0	5958	19748	1811020747	0	5958	5283	1811035212	0	5958	685	1811039810	2	5956	9781	1811030714	0	5958	3638	1811036857	0	5958	1898	1811038597	0	5958	22994	1811017501	0	5958	18136	1811022359	0	5958	15256	1811025239	1.83108910738393	3.96521460358053	3.96521460358053	0.0464496007724874	0.0872594179449392
chr18	25195662	25218241	+	AC105114.2	18	76169	0	22579	19748	1811004126	1	22578	5282	1811018592	0	22579	685	1811023189	0	22579	9783	1811014091	0	22579	3638	1811020236	0	22579	1898	1811021976	0	22579	22994	1811000880	1	22578	18135	1811005739	2	22577	15254	1811008620	1.19193903462808	3.96443762024865	3.96443762024865	0.0464710424445378	0.0872920232010936
chr20	62800626	62806587	-	OGFR-AS1	20	84974	0	5961	19748	1811020744	0	5961	5283	1811035209	0	5961	685	1811039807	1	5960	9782	1811030710	0	5961	3638	1811036854	0	5961	1898	1811038594	0	5961	22994	1811017498	1	5960	18135	1811022357	0	5961	15256	1811025236	1.83058568308825	3.96352444728836	3.96352444728836	0.0464962557500851	0.0873010102471062
chr19	12796819	12802787	-	PRDX2	19	78696	0	5968	19748	1811020737	0	5968	5283	1811035202	0	5968	685	1811039800	0	5968	9783	1811030702	0	5968	3638	1811036847	0	5968	1898	1811038587	0	5968	22994	1811017491	0	5968	18136	1811022349	2	5966	15254	1811025231	1.82941200530304	3.95958290714771	3.95958290714771	0.0466052498314861	0.0874734220164017
chr5	181222289	181235808	+	TRIM41	5	28410	1	13518	19747	1811013187	0	13519	5283	1811027651	0	13519	685	1811032249	1	13518	9782	1811023152	0	13519	3638	1811029296	1	13518	1897	1811031037	0	13519	22994	1811009940	0	13519	18136	1811014798	0	13519	15256	1811017678	1.41718241625439	3.95736274449155	3.95736274449155	0.0466667617978744	0.087555761529188
chr7	7181543	7248616	+	C1GALT1	7	33267	3	67070	19745	1810959635	2	67071	5281	1810974099	0	67073	685	1810978695	0	67073	9783	1810969597	0	67073	3638	1810975742	0	67073	1898	1810977482	1	67072	22993	1810956387	1	67072	18135	1810961245	1	67072	15255	1810964125	0.796332937727054	3.95676249405369	3.95676249405369	0.0466834070685818	0.0875754485368206
chr19	8490055	8503640	-	PRAM1	19	78256	0	13585	19748	1811013120	1	13584	5282	1811027586	0	13585	685	1811032183	0	13585	9783	1811023085	0	13585	3638	1811029230	0	13585	1898	1811030970	1	13584	22993	1811009875	1	13584	18135	1811014733	0	13585	15256	1811017612	1.41231207929707	3.93524041818455	3.93524041818455	0.0472843812790011	0.0886172594323671
chr6	155911194	156398589	-	AL589693.1	6	32581	9	487386	19739	1810539319	1	487394	5282	1810553776	0	487395	685	1810558373	3	487392	9780	1810549278	0	487395	3638	1810555420	0	487395	1898	1810557160	14	487381	22980	1810536078	5	487390	18131	1810540927	5	487390	15251	1810543807	0.344575288345378	3.92791142687202	3.92791142687202	0.0474908909947749	0.0889652698479182
chr19	12795822	12801849	+	AC018761.2	19	78698	0	6027	19748	1811020678	0	6027	5283	1811035143	0	6027	685	1811039741	0	6027	9783	1811030643	0	6027	3638	1811036788	0	6027	1898	1811038528	0	6027	22994	1811017432	0	6027	18136	1811022290	2	6025	15254	1811025172	1.81957398130893	3.92657760577276	3.92657760577276	0.0475285764165607	0.0890046531369547
chr1	172532149	172611833	+	SUCO	1	6264	1	79683	19747	1810947022	1	79683	5282	1810961487	0	79684	685	1810966084	4	79680	9779	1810956990	0	79684	3638	1810963131	0	79684	1898	1810964871	0	79684	22994	1810943775	1	79683	18135	1810948634	2	79682	15254	1810951515	0.741831117780449	3.92502984730527	3.92502984730527	0.0475723459113436	0.0890778516737082
chr2	20248690	20328383	-	PUM2	2	8948	3	79690	19745	1810947015	0	79693	5283	1810961477	0	79693	685	1810966075	0	79693	9783	1810956977	0	79693	3638	1810963122	0	79693	1898	1810964862	2	79691	22992	1810943768	2	79691	18134	1810948626	2	79691	15254	1810951506	0.741718167397865	3.92396594211459	3.92396594211459	0.0476024570419171	0.0891117662182095
chr19	44670721	44684359	+	CEACAM19	19	80961	0	13638	19748	1811013067	0	13638	5283	1811027532	0	13638	685	1811032130	1	13637	9782	1811023033	0	13638	3638	1811029177	0	13638	1898	1811030917	1	13637	22993	1811009822	0	13638	18136	1811014679	1	13637	15255	1811017560	1.40841815571303	3.91757760196924	3.91757760196924	0.0477836861105473	0.0893962018320693
chr21	44885952	44929838	-	ITGB2	21	86312	1	43885	19747	1810982820	0	43886	5283	1810997284	0	43886	685	1811001882	0	43886	9783	1810992784	0	43886	3638	1810998929	0	43886	1898	1811000669	0	43886	22994	1810979573	3	43883	18133	1810984434	2	43884	15254	1810987313	0.93283190607516	3.91505855461583	3.91505855461583	0.0478553482553557	0.0895145956554481
chr22	19788414	19855843	-	GNB1L	22	86652	3	67426	19745	1810959279	0	67429	5283	1810973741	0	67429	685	1810978339	1	67428	9782	1810969242	1	67428	3637	1810975387	0	67429	1898	1810977126	1	67428	22993	1810956031	0	67429	18136	1810960888	2	67427	15254	1810963770	0.791039029768752	3.91036372119561	3.91036372119561	0.0479892101914132	0.0897178628191378
chr15	41416103	41483563	+	RTF1	15	63933	3	67457	19745	1810959248	1	67459	5282	1810973711	0	67460	685	1810978308	1	67459	9782	1810969211	0	67460	3638	1810975355	0	67460	1898	1810977095	1	67459	22993	1810956000	1	67459	18135	1810960858	1	67459	15255	1810963738	0.790579371381141	3.90634339908138	3.90634339908138	0.0481041540910577	0.0898855671590407
chr4	54009824	54065300	-	CHIC2	4	21173	2	55474	19746	1810971231	0	55476	5283	1810985694	0	55476	685	1810990292	1	55475	9782	1810981195	0	55476	3638	1810987339	1	55475	1897	1810989080	2	55474	22992	1810967985	1	55475	18135	1810972842	0	55476	15256	1810975721	0.852629738867319	3.90470295865089	3.90470295865089	0.048151138888453	0.0899576274048768
chr19	54095773	54101841	-	OSCAR	19	82161	0	6068	19748	1811020637	0	6068	5283	1811035102	0	6068	685	1811039700	0	6068	9783	1811030602	0	6068	3638	1811036747	0	6068	1898	1811038487	1	6067	22993	1811017392	0	6068	18136	1811022249	1	6067	15255	1811025130	1.81279394904719	3.90386917535216	3.90386917535216	0.0481750383160803	0.0899944084367623
chr17	48830025	48863050	+	CALCOCO2	17	73588	1	33024	19747	1810993681	1	33024	5282	1811008146	0	33025	685	1811012743	0	33025	9783	1811003645	1	33024	3637	1811009791	0	33025	1898	1811011530	0	33025	22994	1810990434	1	33024	18135	1810995293	1	33024	15255	1810998173	1.03483872930796	3.90107087371871	3.90107087371871	0.0482553399284816	0.0901365371319055
chr11	119120615	119134314	+	HINFP	11	52445	1	13698	19747	1811013007	0	13699	5283	1811027471	0	13699	685	1811032069	0	13699	9783	1811022971	0	13699	3638	1811029116	0	13699	1898	1811030856	1	13698	22993	1811009761	1	13698	18135	1811014619	0	13699	15256	1811017498	1.40395515705138	3.89736434351653	3.89736434351653	0.0483619221169058	0.0903198312972578
chr7	101239593	101253316	-	FIS1	7	35619	1	13722	19747	1811012983	0	13723	5283	1811027447	0	13723	685	1811032045	0	13723	9783	1811022947	0	13723	3638	1811029092	0	13723	1898	1811030832	1	13722	22993	1811009737	0	13723	18136	1811014594	1	13722	15255	1811017475	1.40220466793664	3.88944273069501	3.88944273069501	0.0485905439055069	0.0907150853323692
chr17	31872925	31886666	+	AC004253.1	17	72221	0	13741	19748	1811012964	0	13741	5283	1811027429	0	13741	685	1811032027	1	13740	9782	1811022930	0	13741	3638	1811029074	0	13741	1898	1811030814	0	13741	22994	1811009718	0	13741	18136	1811014576	2	13739	15254	1811017458	1.40089380700362	3.88351504364982	3.88351504364982	0.0487623661077957	0.0909881649310341
chr1	227177332	227183444	+	AL451047.1	1	7732	0	6112	19748	1811020593	1	6111	5282	1811035059	0	6112	685	1811039656	0	6112	9783	1811030558	0	6112	3638	1811036703	1	6111	1897	1811038444	0	6112	22994	1811017347	0	6112	18136	1811022205	0	6112	15256	1811025085	1.80556858705039	3.87970292707905	3.87970292707905	0.0488732043876366	0.091169812549168
chr11	17275740	17331390	+	NUCB2	11	48644	0	55650	19748	1810971055	0	55650	5283	1810985520	0	55650	685	1810990118	1	55649	9782	1810981021	0	55650	3638	1810987165	0	55650	1898	1810988905	1	55649	22993	1810967810	4	55646	18132	1810972671	1	55649	15255	1810975548	0.84949800347356	3.87958002975211	3.87958002975211	0.0488767820822165	0.091169812549168
chr9	86287732	86355410	-	TUT7	9	42291	2	67676	19746	1810959029	0	67678	5283	1810973492	0	67678	685	1810978090	2	67676	9781	1810968994	0	67678	3638	1810975137	0	67678	1898	1810976877	1	67677	22993	1810955782	2	67676	18134	1810960641	1	67677	15255	1810963520	0.787352818290536	3.87817479623482	3.87817479623482	0.0489177098468812	0.0912124486581381
chr3	45387563	45547609	+	LARS2	3	15978	3	160043	19745	1810866662	0	160046	5283	1810881124	0	160046	685	1810885722	3	160043	9780	1810876627	0	160046	3638	1810882769	0	160046	1898	1810884509	3	160043	22991	1810863416	2	160044	18134	1810868273	4	160042	15252	1810871155	0.555278689074332	3.87527391314507	3.87527391314507	0.0490023132628655	0.0913401751275973
chr13	114321199	114327321	+	CHAMP1	13	59676	0	6122	19748	1811020583	0	6122	5283	1811035048	0	6122	685	1811039646	0	6122	9783	1811030548	0	6122	3638	1811036693	0	6122	1898	1811038433	1	6121	22993	1811017338	0	6122	18136	1811022195	1	6121	15255	1811025076	1.8039337149985	3.87423919979483	3.87423919979483	0.0490325277495347	0.0913583322073458
chr11	62760579	62766710	+	POLR2G	11	50073	2	6129	19746	1811020576	0	6131	5283	1811035039	0	6131	685	1811039637	0	6131	9783	1811030539	0	6131	3638	1811036684	0	6131	1898	1811038424	0	6131	22994	1811017328	0	6131	18136	1811022186	0	6131	15256	1811025066	1.80246460453331	3.86933091888204	3.86933091888204	0.0491761218510033	0.0915922415960937
chr2	169798278	169812064	+	SSB	2	12617	1	13785	19747	1811012920	0	13786	5283	1811027384	0	13786	685	1811031982	1	13785	9782	1811022885	0	13786	3638	1811029029	0	13786	1898	1811030769	0	13786	22994	1811009673	1	13785	18135	1811014532	0	13786	15256	1811017411	1.39762415978431	3.86873978516087	3.86873978516087	0.0491934456885323	0.0916021313638427
chr2	241701045	241724036	+	ING5	2	14708	0	22991	19748	1811003714	0	22991	5283	1811018179	0	22991	685	1811022777	2	22989	9781	1811013681	0	22991	3638	1811019824	0	22991	1898	1811021564	2	22989	22992	1811000470	0	22991	18136	1811005326	0	22991	15256	1811008206	1.17385578345399	3.86410114867613	3.86410114867613	0.0493296100630173	0.0918300904527348
chr12	56712434	56726256	-	NACA	12	55420	1	13821	19747	1811012884	1	13821	5282	1811027349	0	13822	685	1811031946	0	13822	9783	1811022848	0	13822	3638	1811028993	0	13822	1898	1811030733	0	13822	22994	1811009637	1	13821	18135	1811014496	0	13822	15256	1811017375	1.39501610406411	3.85696595907211	3.85696595907211	0.0495398368749848	0.0921491855582658
chr6	32438886	32445046	+	HLA-DRA	6	29777	0	6160	19748	1811020545	0	6160	5283	1811035010	0	6160	685	1811039608	1	6159	9782	1811030511	0	6160	3638	1811036655	0	6160	1898	1811038395	1	6159	22993	1811017300	0	6160	18136	1811022157	0	6160	15256	1811025037	1.79774546149542	3.85357608553022	3.85357608553022	0.0496400454138949	0.092319509997275
chr3	43690093	43734358	+	ABHD5	3	15917	1	44264	19747	1810982441	0	44265	5283	1810996905	0	44265	685	1811001503	0	44265	9783	1810992405	1	44264	3637	1810998551	0	44265	1898	1811000290	1	44264	22993	1810979195	1	44264	18135	1810984053	2	44263	15254	1810986934	0.924232591511798	3.85264342231676	3.85264342231676	0.0496676535494063	0.0923467415062795
chr16	70246777	70252940	-	EXOSC6	16	69490	1	6162	19747	1811020543	0	6163	5283	1811035007	0	6163	685	1811039605	0	6163	9783	1811030507	0	6163	3638	1811036652	0	6163	1898	1811038392	1	6162	22993	1811017297	0	6163	18136	1811022154	0	6163	15256	1811025034	1.79725854198474	3.85195195721462	3.85195195721462	0.0496881323539585	0.0923687423009424
chr10	101786133	101819418	-	OGA	10	46798	1	33284	19747	1810993421	0	33285	5283	1811007885	0	33285	685	1811012483	0	33285	9783	1811003385	0	33285	3638	1811009530	0	33285	1898	1811011270	1	33284	22993	1810990175	2	33283	18134	1810995034	1	33284	15255	1810997913	1.02699643010747	3.85062232194468	3.85062232194468	0.049727536623404	0.092425911189307
chr11	59636715	59670037	-	PATL1	11	49793	1	33321	19747	1810993384	1	33321	5282	1811007849	0	33322	685	1811012446	0	33322	9783	1811003348	0	33322	3638	1811009493	0	33322	1898	1811011233	0	33322	22994	1810990137	1	33321	18135	1810994996	2	33320	15254	1810997877	1.02588539084414	3.84349213819951	3.84349213819951	0.0499394063942986	0.0927068024697635
chr5	74766248	74780113	+	NSA2	5	25456	2	13863	19746	1811012842	0	13865	5283	1811027305	0	13865	685	1811031903	1	13864	9782	1811022806	0	13865	3638	1811028950	0	13865	1898	1811030690	0	13865	22994	1811009594	0	13865	18136	1811014452	0	13865	15256	1811017332	1.39190984061522	3.8429542905651	3.8429542905651	0.049955426899564	0.0927204314248596
chr1	3068210	3434342	+	PRDM16	1	285	4	366128	19744	1810660577	3	366129	5280	1810675041	0	366132	685	1810679636	2	366130	9781	1810670540	0	366132	3638	1810676683	0	366132	1898	1810678423	11	366121	22983	1810657338	8	366124	18128	1810662193	1	366131	15255	1810665066	0.387019473184684	3.83272198680788	3.83272198680788	0.0502612462888781	0.0932232681818106
chr2	182717066	182740206	+	DNAJC10	2	13004	0	23140	19748	1811003565	0	23140	5283	1811018030	0	23140	685	1811022628	0	23140	9783	1811013530	0	23140	3638	1811019675	0	23140	1898	1811021415	2	23138	22992	1811000321	2	23138	18134	1811005179	0	23140	15256	1811008057	1.16739564049272	3.82844812888652	3.82844812888652	0.0503895669998979	0.0934126217323286
chr12	54369134	54392281	-	ZNF385A	12	55171	0	23147	19748	1811003558	0	23147	5283	1811018023	0	23147	685	1811022621	0	23147	9783	1811013523	0	23147	3638	1811019668	1	23146	1897	1811021409	1	23146	22993	1811000313	0	23147	18136	1811005170	2	23145	15254	1811008052	1.16709317832853	3.82678274763748	3.82678274763748	0.0504396630491639	0.0934920571267189
chr16	22518966	22532881	+	NPIPB5	16	67817	0	13915	19748	1811012790	0	13915	5283	1811027255	0	13915	685	1811031853	0	13915	9783	1811022755	0	13915	3638	1811028900	1	13914	1897	1811030641	1	13914	22993	1811009545	0	13915	18136	1811014402	1	13914	15255	1811017283	1.38830998338997	3.82673274772242	3.82673274772242	0.0504411679017558	0.0934920571267189
chr9	96385940	96419370	-	ZNF367	9	42568	1	33429	19747	1810993276	0	33430	5283	1811007740	0	33430	685	1811012338	1	33429	9782	1811003241	0	33430	3638	1811009385	1	33429	1897	1811011126	1	33429	22993	1810990030	1	33429	18135	1810994888	0	33430	15256	1810997767	1.02264939837405	3.82275196956471	3.82275196956471	0.0505611302123412	0.0936737769224915
chr12	104857837	104871765	+	AC089985.2	12	56664	0	13928	19748	1811012777	1	13927	5282	1811027243	0	13928	685	1811031840	0	13928	9783	1811022742	0	13928	3638	1811028887	0	13928	1898	1811030627	0	13928	22994	1811009531	1	13927	18135	1811014390	1	13927	15255	1811017270	1.38737613454486	3.82252968195826	3.82252968195826	0.0505678378201295	0.0936780813857038
chr7	107066590	107080520	-	PRKAR2B-AS1	7	35819	1	13929	19747	1811012776	0	13930	5283	1811027240	0	13930	685	1811031838	1	13929	9782	1811022741	0	13930	3638	1811028885	0	13930	1898	1811030625	0	13930	22994	1811009529	0	13930	18136	1811014387	1	13929	15255	1811017268	1.38723254796165	3.82188282115385	3.82188282115385	0.0505873624272877	0.0937061268299832
chr3	45593323	45673898	+	LIMD1	3	15982	2	80573	19746	1810946132	1	80574	5282	1810960596	0	80575	685	1810965193	0	80575	9783	1810956095	0	80575	3638	1810962240	0	80575	1898	1810963980	4	80571	22990	1810942888	0	80575	18136	1810947742	2	80573	15254	1810950624	0.730710825426744	3.82072931760922	3.82072931760922	0.0506221991288285	0.0937377899776162
chr1	23281307	23287545	-	LINC01355	1	1142	1	6237	19747	1811020468	0	6238	5283	1811034932	0	6238	685	1811039530	0	6238	9783	1811030432	0	6238	3638	1811036577	0	6238	1898	1811038317	1	6237	22993	1811017222	0	6238	18136	1811022079	0	6238	15256	1811024959	1.78516198372548	3.81163453776389	3.81163453776389	0.050897758377576	0.0942075886394376
chr1	201828156	201884291	+	IPO9	1	6889	2	56133	19746	1810970572	0	56135	5283	1810985035	0	56135	685	1810989633	0	56135	9783	1810980535	0	56135	3638	1810986680	1	56134	1897	1810988421	3	56132	22991	1810967327	1	56134	18135	1810972183	0	56135	15256	1810975062	0.840820183803051	3.81027131853625	3.81027131853625	0.0509391985045452	0.0942761242482995
chr14	21351475	21385019	-	SUPT16H	14	59888	1	33543	19747	1810993162	0	33544	5283	1811007626	1	33543	684	1811012225	2	33542	9781	1811003128	0	33544	3638	1811009271	0	33544	1898	1811011011	1	33543	22993	1810989916	0	33544	18136	1810994773	0	33544	15256	1810997653	1.01924495302563	3.80097181210294	3.80097181210294	0.0512228451293726	0.094743640225009
chr1	222814103	222837383	+	AL392172.1	1	7588	1	23279	19747	1811003426	0	23280	5283	1811017890	0	23280	685	1811022488	0	23280	9783	1811013390	0	23280	3638	1811019535	0	23280	1898	1811021275	2	23278	22992	1811000181	0	23280	18136	1811005037	1	23279	15255	1811007918	1.16136351751509	3.79525733971968	3.79525733971968	0.051397971814975	0.095051104705779
chr11	1277012	1310623	-	TOLLIP	11	47830	2	33609	19746	1810993096	0	33611	5283	1811007559	0	33611	685	1811012157	0	33611	9783	1811003059	0	33611	3638	1811009204	0	33611	1898	1811010944	3	33608	22991	1810989851	0	33611	18136	1810994706	0	33611	15256	1810997586	1.01724948809847	3.78822618583217	3.78822618583217	0.0516143190848674	0.0954181654167123
chr3	196049475	196083090	-	TFRC	3	19898	2	33613	19746	1810993092	0	33615	5283	1811007555	0	33615	685	1811012153	1	33614	9782	1811003056	1	33614	3637	1811009201	0	33615	1898	1811010940	0	33615	22994	1810989844	0	33615	18136	1810994702	1	33614	15255	1810997583	1.01713048133701	3.78746754350141	3.78746754350141	0.0516377198705905	0.0954531672700846
chr14	30893803	31027379	-	STRN3	14	60515	1	133575	19747	1810893130	0	133576	5283	1810907594	0	133576	685	1810912192	1	133575	9782	1810903095	1	133575	3637	1810909240	1	133575	1897	1810910980	2	133574	22992	1810889885	4	133572	18132	1810894745	3	133573	15253	1810897624	0.592963103101992	3.78652537288144	3.78652537288144	0.0516667973226447	0.0954986555703243
chr10	48305752	48439360	+	MAPK8	10	45324	1	133607	19747	1810893098	1	133607	5282	1810907563	0	133608	685	1810912160	1	133607	9782	1810903063	0	133608	3638	1810909207	1	133607	1897	1810910948	0	133608	22994	1810889851	5	133603	18131	1810894714	4	133604	15252	1810897593	0.592723567994642	3.78373921150342	3.78373921150342	0.0517528857608876	0.0956264318179537
chr2	190908459	191015228	-	STAT1	2	13143	2	106767	19746	1810919938	1	106768	5282	1810934402	0	106769	685	1810938999	0	106769	9783	1810929901	0	106769	3638	1810936046	1	106768	1897	1810937787	4	106765	22990	1810916694	2	106767	18134	1810921550	1	106768	15255	1810924429	0.649907128381067	3.78370872186497	3.78370872186497	0.0517538286864238	0.0956264318179537
chr19	16110888	16134234	+	RAB8A	19	78981	0	23346	19748	1811003359	0	23346	5283	1811017824	0	23346	685	1811022422	0	23346	9783	1811013324	1	23345	3637	1811019470	0	23346	1898	1811021209	1	23345	22993	1811000114	2	23344	18134	1811004973	0	23346	15256	1811007851	1.15853237228917	3.77970668720081	3.77970668720081	0.0518777538967062	0.0958471221366989
chr12	121887808	121921470	+	AC069503.2	12	57355	1	33661	19747	1810993044	0	33662	5283	1811007508	0	33662	685	1811012106	0	33662	9783	1811003008	0	33662	3638	1811009153	0	33662	1898	1811010893	0	33662	22994	1810989797	2	33660	18134	1810994657	2	33660	15254	1810997537	1.01573321618334	3.77855192450807	3.77855192450807	0.0519135700914656	0.095905001914607
